source_file,dataset_name,dataset_version,difficulty_level,difficulty_name,feature_variant,size_scene_variant,base_sample_id,comparison,condition,baseline_condition,condition_accuracy,baseline_accuracy,difference,direction
/private/tmp/vlm_results_20260612_163602/results/Qwen_Qwen3-VL-8B-Instruct/ladder_v2_level_1_simple/20260612_150911/raw_results.jsonl,ladder_v2_level_1_simple,ladder_v2,1,level_1_simple,,,12,visual_boundary_minus_low_boundary,visual_boundary,low_boundary,1.0,1.0,0.0,same
/private/tmp/vlm_results_20260612_163602/results/Qwen_Qwen3-VL-8B-Instruct/ladder_v2_level_1_simple/20260612_150911/raw_results.jsonl,ladder_v2_level_1_simple,ladder_v2,1,level_1_simple,,,13,audio_boundary_minus_low_boundary,audio_boundary,low_boundary,1.0,1.0,0.0,same
/private/tmp/vlm_results_20260612_163602/results/Qwen_Qwen3-VL-8B-Instruct/ladder_v2_level_1_simple/20260612_150911/raw_results.jsonl,ladder_v2_level_1_simple,ladder_v2,1,level_1_simple,,,13,temporal_boundary_minus_low_boundary,temporal_boundary,low_boundary,1.0,1.0,0.0,same
/private/tmp/vlm_results_20260612_163602/results/Qwen_Qwen3-VL-8B-Instruct/ladder_v2_level_1_simple/20260612_150911/raw_results.jsonl,ladder_v2_level_1_simple,ladder_v2,1,level_1_simple,,,13,visual_boundary_minus_low_boundary,visual_boundary,low_boundary,1.0,1.0,0.0,same
/private/tmp/vlm_results_20260612_163602/results/Qwen_Qwen3-VL-8B-Instruct/ladder_v2_level_1_simple/20260612_150911/raw_results.jsonl,ladder_v2_level_1_simple,ladder_v2,1,level_1_simple,,,14,audio_boundary_minus_low_boundary,audio_boundary,low_boundary,1.0,1.0,0.0,same
/private/tmp/vlm_results_20260612_163602/results/Qwen_Qwen3-VL-8B-Instruct/ladder_v2_level_1_simple/20260612_150911/raw_results.jsonl,ladder_v2_level_1_simple,ladder_v2,1,level_1_simple,,,14,temporal_boundary_minus_low_boundary,temporal_boundary,low_boundary,1.0,1.0,0.0,same
/private/tmp/vlm_results_20260612_163602/results/Qwen_Qwen3-VL-8B-Instruct/ladder_v2_level_1_simple/20260612_150911/raw_results.jsonl,ladder_v2_level_1_simple,ladder_v2,1,level_1_simple,,,14,visual_boundary_minus_low_boundary,visual_boundary,low_boundary,1.0,1.0,0.0,same
/private/tmp/vlm_results_20260612_163602/results/Qwen_Qwen3-VL-8B-Instruct/ladder_v2_level_1_simple/20260612_150911/raw_results.jsonl,ladder_v2_level_1_simple,ladder_v2,1,level_1_simple,,,15,audio_boundary_minus_low_boundary,audio_boundary,low_boundary,1.0,1.0,0.0,same
/private/tmp/vlm_results_20260612_163602/results/Qwen_Qwen3-VL-8B-Instruct/ladder_v2_level_1_simple/20260612_150911/raw_results.jsonl,ladder_v2_level_1_simple,ladder_v2,1,level_1_simple,,,15,temporal_boundary_minus_low_boundary,temporal_boundary,low_boundary,1.0,1.0,0.0,same
/private/tmp/vlm_results_20260612_163602/results/Qwen_Qwen3-VL-8B-Instruct/ladder_v2_level_1_simple/20260612_150911/raw_results.jsonl,ladder_v2_level_1_simple,ladder_v2,1,level_1_simple,,,15,visual_boundary_minus_low_boundary,visual_boundary,low_boundary,1.0,1.0,0.0,same
/private/tmp/vlm_results_20260612_163602/results/Qwen_Qwen3-VL-8B-Instruct/ladder_v2_level_1_simple/20260612_150911/raw_results.jsonl,ladder_v2_level_1_simple,ladder_v2,1,level_1_simple,,,16,audio_boundary_minus_low_boundary,audio_boundary,low_boundary,1.0,1.0,0.0,same
/private/tmp/vlm_results_20260612_163602/results/Qwen_Qwen3-VL-8B-Instruct/ladder_v2_level_1_simple/20260612_150911/raw_results.jsonl,ladder_v2_level_1_simple,ladder_v2,1,level_1_simple,,,16,temporal_boundary_minus_low_boundary,temporal_boundary,low_boundary,1.0,1.0,0.0,same
/private/tmp/vlm_results_20260612_163602/results/Qwen_Qwen3-VL-8B-Instruct/ladder_v2_level_1_simple/20260612_150911/raw_results.jsonl,ladder_v2_level_1_simple,ladder_v2,1,level_1_simple,,,16,visual_boundary_minus_low_boundary,visual_boundary,low_boundary,1.0,1.0,0.0,same
/private/tmp/vlm_results_20260612_163602/results/Qwen_Qwen3-VL-8B-Instruct/ladder_v2_level_1_simple/20260612_150911/raw_results.jsonl,ladder_v2_level_1_simple,ladder_v2,1,level_1_simple,,,17,audio_boundary_minus_low_boundary,audio_boundary,low_boundary,1.0,1.0,0.0,same
/private/tmp/vlm_results_20260612_163602/results/Qwen_Qwen3-VL-8B-Instruct/ladder_v2_level_1_simple/20260612_150911/raw_results.jsonl,ladder_v2_level_1_simple,ladder_v2,1,level_1_simple,,,17,temporal_boundary_minus_low_boundary,temporal_boundary,low_boundary,1.0,1.0,0.0,same
/private/tmp/vlm_results_20260612_163602/results/Qwen_Qwen3-VL-8B-Instruct/ladder_v2_level_1_simple/20260612_150911/raw_results.jsonl,ladder_v2_level_1_simple,ladder_v2,1,level_1_simple,,,17,visual_boundary_minus_low_boundary,visual_boundary,low_boundary,1.0,1.0,0.0,same
/private/tmp/vlm_results_20260612_163602/results/Qwen_Qwen3-VL-8B-Instruct/ladder_v2_level_1_simple/20260612_150911/raw_results.jsonl,ladder_v2_level_1_simple,ladder_v2,1,level_1_simple,,,18,audio_boundary_minus_low_boundary,audio_boundary,low_boundary,1.0,1.0,0.0,same
/private/tmp/vlm_results_20260612_163602/results/Qwen_Qwen3-VL-8B-Instruct/ladder_v2_level_1_simple/20260612_150911/raw_results.jsonl,ladder_v2_level_1_simple,ladder_v2,1,level_1_simple,,,18,temporal_boundary_minus_low_boundary,temporal_boundary,low_boundary,1.0,1.0,0.0,same
/private/tmp/vlm_results_20260612_163602/results/Qwen_Qwen3-VL-8B-Instruct/ladder_v2_level_1_simple/20260612_150911/raw_results.jsonl,ladder_v2_level_1_simple,ladder_v2,1,level_1_simple,,,18,visual_boundary_minus_low_boundary,visual_boundary,low_boundary,1.0,1.0,0.0,same
/private/tmp/vlm_results_20260612_163602/results/Qwen_Qwen3-VL-8B-Instruct/ladder_v2_level_1_simple/20260612_150911/raw_results.jsonl,ladder_v2_level_1_simple,ladder_v2,1,level_1_simple,,,19,audio_boundary_minus_low_boundary,audio_boundary,low_boundary,1.0,1.0,0.0,same
/private/tmp/vlm_results_20260612_163602/results/Qwen_Qwen3-VL-8B-Instruct/ladder_v2_level_1_simple/20260612_150911/raw_results.jsonl,ladder_v2_level_1_simple,ladder_v2,1,level_1_simple,,,19,temporal_boundary_minus_low_boundary,temporal_boundary,low_boundary,1.0,1.0,0.0,same
/private/tmp/vlm_results_20260612_163602/results/Qwen_Qwen3-VL-8B-Instruct/ladder_v2_level_1_simple/20260612_150911/raw_results.jsonl,ladder_v2_level_1_simple,ladder_v2,1,level_1_simple,,,19,visual_boundary_minus_low_boundary,visual_boundary,low_boundary,1.0,1.0,0.0,same
/private/tmp/vlm_results_20260612_163602/results/Qwen_Qwen3-VL-8B-Instruct/ladder_v2_level_1_simple/20260612_150911/raw_results.jsonl,ladder_v2_level_1_simple,ladder_v2,1,level_1_simple,,,20,audio_boundary_minus_low_boundary,audio_boundary,low_boundary,1.0,1.0,0.0,same
/private/tmp/vlm_results_20260612_163602/results/Qwen_Qwen3-VL-8B-Instruct/ladder_v2_level_1_simple/20260612_150911/raw_results.jsonl,ladder_v2_level_1_simple,ladder_v2,1,level_1_simple,,,20,temporal_boundary_minus_low_boundary,temporal_boundary,low_boundary,1.0,1.0,0.0,same
/private/tmp/vlm_results_20260612_163602/results/Qwen_Qwen3-VL-8B-Instruct/ladder_v2_level_1_simple/20260612_150911/raw_results.jsonl,ladder_v2_level_1_simple,ladder_v2,1,level_1_simple,,,20,visual_boundary_minus_low_boundary,visual_boundary,low_boundary,0.5,1.0,-0.5,worse
/private/tmp/vlm_results_20260612_163602/results/Qwen_Qwen3-VL-8B-Instruct/ladder_v2_level_1_simple/20260612_150911/raw_results.jsonl,ladder_v2_level_1_simple,ladder_v2,1,level_1_simple,,,21,audio_boundary_minus_low_boundary,audio_boundary,low_boundary,1.0,1.0,0.0,same
/private/tmp/vlm_results_20260612_163602/results/Qwen_Qwen3-VL-8B-Instruct/ladder_v2_level_1_simple/20260612_150911/raw_results.jsonl,ladder_v2_level_1_simple,ladder_v2,1,level_1_simple,,,21,temporal_boundary_minus_low_boundary,temporal_boundary,low_boundary,1.0,1.0,0.0,same
/private/tmp/vlm_results_20260612_163602/results/Qwen_Qwen3-VL-8B-Instruct/ladder_v2_level_1_simple/20260612_150911/raw_results.jsonl,ladder_v2_level_1_simple,ladder_v2,1,level_1_simple,,,21,visual_boundary_minus_low_boundary,visual_boundary,low_boundary,1.0,1.0,0.0,same
/private/tmp/vlm_results_20260612_163602/results/Qwen_Qwen3-VL-8B-Instruct/ladder_v2_level_1_simple/20260612_150911/raw_results.jsonl,ladder_v2_level_1_simple,ladder_v2,1,level_1_simple,,,22,audio_boundary_minus_low_boundary,audio_boundary,low_boundary,1.0,1.0,0.0,same
/private/tmp/vlm_results_20260612_163602/results/Qwen_Qwen3-VL-8B-Instruct/ladder_v2_level_1_simple/20260612_150911/raw_results.jsonl,ladder_v2_level_1_simple,ladder_v2,1,level_1_simple,,,22,temporal_boundary_minus_low_boundary,temporal_boundary,low_boundary,1.0,1.0,0.0,same
/private/tmp/vlm_results_20260612_163602/results/Qwen_Qwen3-VL-8B-Instruct/ladder_v2_level_1_simple/20260612_150911/raw_results.jsonl,ladder_v2_level_1_simple,ladder_v2,1,level_1_simple,,,22,visual_boundary_minus_low_boundary,visual_boundary,low_boundary,1.0,1.0,0.0,same
/private/tmp/vlm_results_20260612_163602/results/Qwen_Qwen3-VL-8B-Instruct/ladder_v2_level_1_simple/20260612_150911/raw_results.jsonl,ladder_v2_level_1_simple,ladder_v2,1,level_1_simple,,,23,audio_boundary_minus_low_boundary,audio_boundary,low_boundary,1.0,1.0,0.0,same
/private/tmp/vlm_results_20260612_163602/results/Qwen_Qwen3-VL-8B-Instruct/ladder_v2_level_1_simple/20260612_150911/raw_results.jsonl,ladder_v2_level_1_simple,ladder_v2,1,level_1_simple,,,23,temporal_boundary_minus_low_boundary,temporal_boundary,low_boundary,1.0,1.0,0.0,same
/private/tmp/vlm_results_20260612_163602/results/Qwen_Qwen3-VL-8B-Instruct/ladder_v2_level_1_simple/20260612_150911/raw_results.jsonl,ladder_v2_level_1_simple,ladder_v2,1,level_1_simple,,,23,visual_boundary_minus_low_boundary,visual_boundary,low_boundary,1.0,1.0,0.0,same
/private/tmp/vlm_results_20260612_163602/results/Qwen_Qwen3-VL-8B-Instruct/ladder_v2_level_1_simple/20260612_150911/raw_results.jsonl,ladder_v2_level_1_simple,ladder_v2,1,level_1_simple,,,24,audio_boundary_minus_low_boundary,audio_boundary,low_boundary,1.0,1.0,0.0,same
/private/tmp/vlm_results_20260612_163602/results/Qwen_Qwen3-VL-8B-Instruct/ladder_v2_level_1_simple/20260612_150911/raw_results.jsonl,ladder_v2_level_1_simple,ladder_v2,1,level_1_simple,,,24,temporal_boundary_minus_low_boundary,temporal_boundary,low_boundary,1.0,1.0,0.0,same
/private/tmp/vlm_results_20260612_163602/results/Qwen_Qwen3-VL-8B-Instruct/ladder_v2_level_1_simple/20260612_150911/raw_results.jsonl,ladder_v2_level_1_simple,ladder_v2,1,level_1_simple,,,24,visual_boundary_minus_low_boundary,visual_boundary,low_boundary,1.0,1.0,0.0,same
/private/tmp/vlm_results_20260612_163602/results/Qwen_Qwen3-VL-8B-Instruct/ladder_v2_level_1_simple/20260612_150911/raw_results.jsonl,ladder_v2_level_1_simple,ladder_v2,1,level_1_simple,,,25,audio_boundary_minus_low_boundary,audio_boundary,low_boundary,1.0,1.0,0.0,same
/private/tmp/vlm_results_20260612_163602/results/Qwen_Qwen3-VL-8B-Instruct/ladder_v2_level_1_simple/20260612_150911/raw_results.jsonl,ladder_v2_level_1_simple,ladder_v2,1,level_1_simple,,,25,temporal_boundary_minus_low_boundary,temporal_boundary,low_boundary,1.0,1.0,0.0,same
/private/tmp/vlm_results_20260612_163602/results/Qwen_Qwen3-VL-8B-Instruct/ladder_v2_level_1_simple/20260612_150911/raw_results.jsonl,ladder_v2_level_1_simple,ladder_v2,1,level_1_simple,,,25,visual_boundary_minus_low_boundary,visual_boundary,low_boundary,1.0,1.0,0.0,same
/private/tmp/vlm_results_20260612_163602/results/Qwen_Qwen3-VL-8B-Instruct/ladder_v2_level_1_simple/20260612_150911/raw_results.jsonl,ladder_v2_level_1_simple,ladder_v2,1,level_1_simple,,,26,audio_boundary_minus_low_boundary,audio_boundary,low_boundary,1.0,1.0,0.0,same
/private/tmp/vlm_results_20260612_163602/results/Qwen_Qwen3-VL-8B-Instruct/ladder_v2_level_1_simple/20260612_150911/raw_results.jsonl,ladder_v2_level_1_simple,ladder_v2,1,level_1_simple,,,26,temporal_boundary_minus_low_boundary,temporal_boundary,low_boundary,1.0,1.0,0.0,same
/private/tmp/vlm_results_20260612_163602/results/Qwen_Qwen3-VL-8B-Instruct/ladder_v2_level_1_simple/20260612_150911/raw_results.jsonl,ladder_v2_level_1_simple,ladder_v2,1,level_1_simple,,,26,visual_boundary_minus_low_boundary,visual_boundary,low_boundary,1.0,1.0,0.0,same
/private/tmp/vlm_results_20260612_163602/results/Qwen_Qwen3-VL-8B-Instruct/ladder_v2_level_1_simple/20260612_150911/raw_results.jsonl,ladder_v2_level_1_simple,ladder_v2,1,level_1_simple,,,27,audio_boundary_minus_low_boundary,audio_boundary,low_boundary,1.0,1.0,0.0,same
/private/tmp/vlm_results_20260612_163602/results/Qwen_Qwen3-VL-8B-Instruct/ladder_v2_level_1_simple/20260612_150911/raw_results.jsonl,ladder_v2_level_1_simple,ladder_v2,1,level_1_simple,,,27,temporal_boundary_minus_low_boundary,temporal_boundary,low_boundary,1.0,1.0,0.0,same
/private/tmp/vlm_results_20260612_163602/results/Qwen_Qwen3-VL-8B-Instruct/ladder_v2_level_1_simple/20260612_150911/raw_results.jsonl,ladder_v2_level_1_simple,ladder_v2,1,level_1_simple,,,27,visual_boundary_minus_low_boundary,visual_boundary,low_boundary,1.0,1.0,0.0,same
/private/tmp/vlm_results_20260612_163602/results/Qwen_Qwen3-VL-8B-Instruct/ladder_v2_level_1_simple/20260612_150911/raw_results.jsonl,ladder_v2_level_1_simple,ladder_v2,1,level_1_simple,,,28,audio_boundary_minus_low_boundary,audio_boundary,low_boundary,1.0,1.0,0.0,same
/private/tmp/vlm_results_20260612_163602/results/Qwen_Qwen3-VL-8B-Instruct/ladder_v2_level_1_simple/20260612_150911/raw_results.jsonl,ladder_v2_level_1_simple,ladder_v2,1,level_1_simple,,,28,temporal_boundary_minus_low_boundary,temporal_boundary,low_boundary,1.0,1.0,0.0,same
/private/tmp/vlm_results_20260612_163602/results/Qwen_Qwen3-VL-8B-Instruct/ladder_v2_level_1_simple/20260612_150911/raw_results.jsonl,ladder_v2_level_1_simple,ladder_v2,1,level_1_simple,,,28,visual_boundary_minus_low_boundary,visual_boundary,low_boundary,1.0,1.0,0.0,same
/private/tmp/vlm_results_20260612_163602/results/Qwen_Qwen3-VL-8B-Instruct/ladder_v2_level_1_simple/20260612_150911/raw_results.jsonl,ladder_v2_level_1_simple,ladder_v2,1,level_1_simple,,,29,audio_boundary_minus_low_boundary,audio_boundary,low_boundary,1.0,1.0,0.0,same
/private/tmp/vlm_results_20260612_163602/results/Qwen_Qwen3-VL-8B-Instruct/ladder_v2_level_1_simple/20260612_150911/raw_results.jsonl,ladder_v2_level_1_simple,ladder_v2,1,level_1_simple,,,29,temporal_boundary_minus_low_boundary,temporal_boundary,low_boundary,1.0,1.0,0.0,same
/private/tmp/vlm_results_20260612_163602/results/Qwen_Qwen3-VL-8B-Instruct/ladder_v2_level_1_simple/20260612_150911/raw_results.jsonl,ladder_v2_level_1_simple,ladder_v2,1,level_1_simple,,,29,visual_boundary_minus_low_boundary,visual_boundary,low_boundary,1.0,1.0,0.0,same
/private/tmp/vlm_results_20260612_163602/results/Qwen_Qwen3-VL-8B-Instruct/ladder_v2_level_1_simple/20260612_150911/raw_results.jsonl,ladder_v2_level_1_simple,ladder_v2,1,level_1_simple,,,30,audio_boundary_minus_low_boundary,audio_boundary,low_boundary,1.0,1.0,0.0,same
/private/tmp/vlm_results_20260612_163602/results/Qwen_Qwen3-VL-8B-Instruct/ladder_v2_level_1_simple/20260612_150911/raw_results.jsonl,ladder_v2_level_1_simple,ladder_v2,1,level_1_simple,,,30,temporal_boundary_minus_low_boundary,temporal_boundary,low_boundary,1.0,1.0,0.0,same
